principalInvestigator,country,locality,Bsal_area,yearCollected,decimalLatitude,decimalLongitude,materialSampleID,basisOfRecord,genus,specificEpithet,sampleType,testMethod,diseaseTested,BdDetected,BsalDetected,BdLoad,BsalLoad,fatal,monthCollected,dayCollected,quantityDetected,dilutionFactor,cycleTimeFirstDetection,diagnosticLab,continentOcean,stateProvince,municipality,county,locationRemarks,verbatimEventDate,horizontalDatum,coordinateUncertaintyInMeters,georeferenceProtocol,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,locationID,habitat,eventRemarks,collectorList,occurrenceID,institutionCode,collectionCode,catalogNumber,otherCatalogNumbers,fieldNumber,infraspecificEpithet,taxonRemarks,lifeStage,establishmentMeans,sex,associatedReferences,occurrenceRemarks,individualCount,weightUnits,weight,lengthUnits,length,organismRemarks,diseaseLineage,geFALSEtypeMethod,diseaseTestedPositiveCount,specimenDisposition,zeScore,measurementRemarks,tissueID,tissueType,tissuePlate,tissueWell,tissueCatalogNumber,tissueBarcode,tissueInstitution,tissueOtherCatalogNumbers,tissueSamplingYear,tissueSamplingMonth,tissueSamplingDay,tissueRecordedBy,tissueContainer,tissuePreservative,associatedSequences,tissueRemarks,fromTissue,tissueBlocked,biosampleAccession,DiagFALSEstics_bcid,Sample_bcid,expeditionCode,projectId
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4202 - 9309/9310,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,8,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4203 - 9311/9312,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,8,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4204 - 9313/9314,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,8,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4205 - 9315/9316,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,8,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4207 - 9319/9320,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,8,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4208 - 9321/9322,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,8,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4210 - 9325/9326,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,8,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4211 - 9327/9328,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,8,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4212 - 9329/9330,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,8,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4214 - 9333/9334,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,8,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4215 - 9335/9336,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,8,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4216 - 9337/9338,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,8,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4218 - 9341/9342,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,8,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4219 - 9343/9344,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,8,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4220 - 9345/9346,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,8,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4225 - 9355/9356,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,8,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4227 - 9359/9360,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,8,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4228 - 9361/9362,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,8,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4231 - 9367/9368,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,8,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4233 - 9371/9372,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,8,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4235 - 9375/9376,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,8,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4236 - 9377/9378,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,8,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4237 - 9379/9380,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,8,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4238 - 9381/9382,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,8,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4242 - 9059/9071,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,17,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4243 - 9061/9062,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,17,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4247 - 9069/9070,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,17,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4248 - 9060/9072,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,17,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4249 - 10321/10322,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,21,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4250 - 10323/10324,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,21,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4252 - 10327/10328,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,21,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4253 - 10329/10330,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,21,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4254 - 10331/10332,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,21,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4255 - 10333/10334,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,21,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4256 - 10335/10336,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,21,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4257 - 10337/10340,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,21,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4259 - 10341/10342,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,21,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4260 - 10343/10344,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,21,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4262 - 10347/10348,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,21,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4263 - 10349/10350,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,21,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4267 - 10357/10358,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,21,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4268 - 10359/10360,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,21,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4269 - 10361/10362,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,21,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4270 - 10363/10364,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,21,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4271 - 10365/10366,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,21,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4274 - 10371/10372,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,21,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4276 - 10375/10376,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,27,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4277 - 10377/10378,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,27,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4278 - 10379/10380,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,27,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4280 - 6829/6830,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,27,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4281 - 6831/6832,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,9,23,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4284 - 6837/6838,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,9,23,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4285 - 6839/6840,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,9,23,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Bredeney/Kruppwald,TRUE,2019,51.403281,6.995988,BsalGer4287 - 6843/6844,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,9,23,,,,Universities Trier and Braunschweig,,,,,"Ss, Bb, Rt",,,100,,,,,,,,mainly Ss,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
