"country","ADM0","ADM1","ADM2","decimalLatitude","decimalLongitude","locationRemarks","coordinateUncertaintyInMeters","Elevation","soilMoisture","materialSampleID","yearCollected","monthCollected","dayCollected","genus","species","scientific","susceptibility","nativeStatus","lifeStage","sex","occurrenceRemarks","individualCount","specimenDisposition","diagnosticLab","sampleType","testMethod","diseaseTested","BdDetected","BsalDetected","BdLoad","BsalLoad","fatal","basisOfRecord","eventRemarks","tmin","tmax","prec","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","collectorList","principalInvestigator","Sample_bcid","expeditionCode","projectId"
"Germany",NA,NA,NA,49.976417,6.474156,NA,100,NA,NA,"BsalGer0157_BIT_2018_02",2018,6,21,"Ichthyosaura","alpestris","Ichthyosaura alpestris",NA,NA,NA,"female","female",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer0157_BIT_2018_02","2014-2020",354
"Germany",NA,NA,NA,49.976417,6.474156,NA,100,NA,NA,"BsalGer0156_BIT_2018_01",2018,6,21,"Ichthyosaura","alpestris","Ichthyosaura alpestris",NA,NA,NA,"male","male",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer0156_BIT_2018_01","2014-2020",354
"Germany",NA,NA,NA,50.70178,6.270098,NA,100,NA,NA,"BsalGer3374_HUE08",2017,5,21,"Ichthyosaura","alpestris","Ichthyosaura alpestris",NA,NA,NA,"male","M",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer3374_HUE08","2014-2020",354
"Germany",NA,NA,NA,50.26952,6.523619,NA,100,NA,NA,"BsalGer0373_Dresbach_2018_001",2018,8,13,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer0373_Dresbach_2018_001","2014-2020",354
"Germany",NA,NA,NA,50.26952,6.523619,NA,100,NA,NA,"BsalGer0374_Dresbach_2018_002",2018,8,13,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer0374_Dresbach_2018_002","2014-2020",354
"Germany",NA,NA,NA,50.26952,6.523619,NA,100,NA,NA,"BsalGer0375_Dresbach_2018_003",2018,8,13,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer0375_Dresbach_2018_003","2014-2020",354
"Germany",NA,NA,NA,50.26952,6.523619,NA,100,NA,NA,"BsalGer0376_Dresbach_2018_004",2018,8,13,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer0376_Dresbach_2018_004","2014-2020",354
"Germany",NA,NA,NA,50.26952,6.523619,NA,100,NA,NA,"BsalGer0377_Dresbach_2018_005",2018,8,13,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer0377_Dresbach_2018_005","2014-2020",354
"Germany",NA,NA,NA,51.358604,6.990914,NA,100,NA,NA,"BsalGer4482_6558_6559",2018,6,15,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,TRUE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4482_6558_6559","2014-2020",354
"Germany",NA,NA,NA,51.358604,6.990914,NA,100,NA,NA,"BsalGer4481_6557_6560",2018,6,15,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,TRUE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4481_6557_6560","2014-2020",354
"Germany",NA,NA,NA,51.403281,6.995988,NA,100,NA,NA,"BsalGer4208_9321_9322",2019,5,8,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"male","male",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4208_9321_9322","2014-2020",354
"Germany",NA,NA,NA,51.403281,6.995988,NA,100,NA,NA,"BsalGer4210_9325_9326",2019,5,8,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"male","male",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4210_9325_9326","2014-2020",354
"Germany",NA,NA,NA,51.403281,6.995988,NA,100,NA,NA,"BsalGer4211_9327_9328",2019,5,8,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"male","male",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4211_9327_9328","2014-2020",354
"Germany",NA,NA,NA,51.403281,6.995988,NA,100,NA,NA,"BsalGer4212_9329_9330",2019,5,8,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"male","male",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4212_9329_9330","2014-2020",354
"Germany",NA,NA,NA,51.403281,6.995988,NA,100,NA,NA,"BsalGer4214_9333_9334",2019,5,8,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4214_9333_9334","2014-2020",354
"Germany",NA,NA,NA,51.403281,6.995988,NA,100,NA,NA,"BsalGer4215_9335_9336",2019,5,8,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"male","male",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4215_9335_9336","2014-2020",354
"Germany",NA,NA,NA,51.403281,6.995988,NA,100,NA,NA,"BsalGer4216_9337_9338",2019,5,8,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"male","male",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4216_9337_9338","2014-2020",354
"Germany",NA,NA,NA,51.403281,6.995988,NA,100,NA,NA,"BsalGer4218_9341_9342",2019,5,8,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4218_9341_9342","2014-2020",354
"Germany",NA,NA,NA,51.403281,6.995988,NA,100,NA,NA,"BsalGer4219_9343_9344",2019,5,8,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4219_9343_9344","2014-2020",354
"Germany",NA,NA,NA,51.403281,6.995988,NA,100,NA,NA,"BsalGer4220_9345_9346",2019,5,8,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"male","male",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4220_9345_9346","2014-2020",354
"Germany",NA,NA,NA,51.403281,6.995988,NA,100,NA,NA,"BsalGer4225_9355_9356",2019,5,8,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4225_9355_9356","2014-2020",354
"Germany",NA,NA,NA,51.403281,6.995988,NA,100,NA,NA,"BsalGer4227_9359_9360",2019,5,8,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"male","male",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4227_9359_9360","2014-2020",354
"Germany",NA,NA,NA,51.403281,6.995988,NA,100,NA,NA,"BsalGer4228_9361_9362",2019,5,8,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"male","male",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4228_9361_9362","2014-2020",354
"Germany",NA,NA,NA,51.403281,6.995988,NA,100,NA,NA,"BsalGer4223_9351_9352",2019,5,8,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"male","male",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,TRUE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4223_9351_9352","2014-2020",354
"Germany",NA,NA,NA,51.403281,6.995988,NA,100,NA,NA,"BsalGer4221_9347_9348",2019,5,8,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"male","male",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,TRUE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4221_9347_9348","2014-2020",354
"Germany",NA,NA,NA,51.403281,6.995988,NA,100,NA,NA,"BsalGer4217_9339_9340",2019,5,8,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"male","male",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,TRUE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4217_9339_9340","2014-2020",354
"Germany",NA,NA,NA,51.403281,6.995988,NA,100,NA,NA,"BsalGer4213_9331_9332",2019,5,8,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"male","male",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,TRUE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4213_9331_9332","2014-2020",354
"Germany",NA,NA,NA,51.403281,6.995988,NA,100,NA,NA,"BsalGer4206_9317_9318",2019,5,8,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"male","male",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,TRUE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4206_9317_9318","2014-2020",354
"Germany",NA,NA,NA,51.403281,6.995988,NA,100,NA,NA,"BsalGer4200_9305_9306",2019,5,8,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"male","male",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,TRUE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4200_9305_9306","2014-2020",354
"Germany",NA,NA,NA,51.403281,6.995988,NA,100,NA,NA,"BsalGer4241_9387_9388",2019,5,8,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"male","male",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,TRUE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4241_9387_9388","2014-2020",354
"Germany",NA,NA,NA,51.403281,6.995988,NA,100,NA,NA,"BsalGer4231_9367_9368",2019,5,8,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"male","male",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4231_9367_9368","2014-2020",354
"Germany",NA,NA,NA,51.403281,6.995988,NA,100,NA,NA,"BsalGer4233_9371_9372",2019,5,8,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"male","male",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4233_9371_9372","2014-2020",354
"Germany",NA,NA,NA,51.403281,6.995988,NA,100,NA,NA,"BsalGer4235_9375_9376",2019,5,8,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"male","male",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4235_9375_9376","2014-2020",354
"Germany",NA,NA,NA,51.403281,6.995988,NA,100,NA,NA,"BsalGer4236_9377_9378",2019,5,8,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"male","male",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4236_9377_9378","2014-2020",354
"Germany",NA,NA,NA,51.403281,6.995988,NA,100,NA,NA,"BsalGer4240_9385_9386",2019,5,8,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"male","male",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,TRUE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4240_9385_9386","2014-2020",354
"Germany",NA,NA,NA,51.403281,6.995988,NA,100,NA,NA,"BsalGer4237_9379_9380",2019,5,8,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"male","male",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4237_9379_9380","2014-2020",354
"Germany",NA,NA,NA,51.403281,6.995988,NA,100,NA,NA,"BsalGer4238_9381_9382",2019,5,8,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"male","male",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4238_9381_9382","2014-2020",354
"Germany",NA,NA,NA,51.403281,6.995988,NA,100,NA,NA,"BsalGer4209_9323_9324",2019,5,8,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"female","female",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4209_9323_9324","2014-2020",354
"Germany",NA,NA,NA,51.403281,6.995988,NA,100,NA,NA,"BsalGer4229_9363_9364",2019,5,8,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,TRUE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4229_9363_9364","2014-2020",354
"Germany",NA,NA,NA,51.403281,6.995988,NA,100,NA,NA,"BsalGer4205_9315_9316",2019,5,8,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"not determined","not determined",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4205_9315_9316","2014-2020",354
"Germany",NA,NA,NA,51.403281,6.995988,NA,100,NA,NA,"BsalGer4204_9313_9314",2019,5,8,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"male","male",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4204_9313_9314","2014-2020",354
"Germany",NA,NA,NA,51.403281,6.995988,NA,100,NA,NA,"BsalGer4203_9311_9312",2019,5,8,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"female","female",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4203_9311_9312","2014-2020",354
"Germany",NA,NA,NA,51.403281,6.995988,NA,100,NA,NA,"BsalGer4232_9369_9370",2019,5,8,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"female","female",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,TRUE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4232_9369_9370","2014-2020",354
"Germany",NA,NA,NA,51.403281,6.995988,NA,100,NA,NA,"BsalGer4234_9373_9374",2019,5,8,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"male","male",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,TRUE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4234_9373_9374","2014-2020",354
"Germany",NA,NA,NA,51.403281,6.995988,NA,100,NA,NA,"BsalGer4196_9297_9298",2019,5,8,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"male","male",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4196_9297_9298","2014-2020",354
"Germany",NA,NA,NA,51.403281,6.995988,NA,100,NA,NA,"BsalGer4239_9383_9384",2019,5,8,"Salamandra","salamandra","Salamandra salamandra",NA,NA,NA,"female","female",1,NA,"Universities Trier and Braunschweig","swabbing","quantitative PCR","Bsal",NA,FALSE,NA,NA,FALSE,"LivingSpecimen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bsal Consortium Germany","Bsal Consortium Germany","https://n2t.net/ark:/21547/Dgt2BsalGer4239_9383_9384","2014-2020",354
