principalInvestigator,country,locality,yearCollected,decimalLatitude,decimalLongitude,materialSampleID,basisOfRecord,genus,specificEpithet,sampleType,testMethod,diseaseTested,BdDetected,BsalDetected,BdLoad,BsalLoad,fatal,monthCollected,dayCollected,quantityDetected,dilutionFactor,cycleTimeFirstDetection,diagnosticLab,continentOcean,stateProvince,municipality,county,locationRemarks,verbatimEventDate,horizontalDatum,coordinateUncertaintyInMeters,georeferenceProtocol,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,locationID,habitat,eventRemarks,collectorList,occurrenceID,institutionCode,collectionCode,catalogNumber,otherCatalogNumbers,fieldNumber,infraspecificEpithet,taxonRemarks,lifeStage,establishmentMeans,sex,associatedReferences,occurrenceRemarks,individualCount,weightUnits,weight,lengthUnits,length,organismRemarks,diseaseLineage,geFALSEtypeMethod,diseaseTestedPositiveCount,specimenDisposition,zeScore,measurementRemarks,tissueID,tissueType,tissuePlate,tissueWell,tissueCatalogNumber,tissueBarcode,tissueInstitution,tissueOtherCatalogNumbers,tissueSamplingYear,tissueSamplingMonth,tissueSamplingDay,tissueRecordedBy,tissueContainer,tissuePreservative,associatedSequences,tissueRemarks,fromTissue,tissueBlocked,biosampleAccession,DiagFALSEstics_bcid,Sample_bcid,expeditionCode,projectId
Bsal Consortium Germany,Germany,Dalheim Mühlenweg,2017,51.148773,6.19797,BsalGer3570_DM_21,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,4,5,,,,Universities Trier and Braunschweig,,,,,,4/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu2d19e312b26f638e2407ba844057a533f,https://n2t.net/ark:/21547/Dgt2BsalGer3570_DM_21,2014-2020,354
Bsal Consortium Germany,Germany,Dalheim Mühlenweg,2017,51.148773,6.19797,BsalGer3561_DM_12,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,4,5,,,,Universities Trier and Braunschweig,,,,,,4/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu2a3f0931cce7a4c515abe8ea1954053b5,https://n2t.net/ark:/21547/Dgt2BsalGer3561_DM_12,2014-2020,354
Bsal Consortium Germany,Germany,Dalheim Mühlenweg,2017,51.148773,6.19797,BsalGer3562_DM_13,LivingSpecimen,Lissotriton,vulgaris,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,4,5,,,,Universities Trier and Braunschweig,,,,,,4/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu29c3d8555d9e0f8908236169c8d79d84c,https://n2t.net/ark:/21547/Dgt2BsalGer3562_DM_13,2014-2020,354
Bsal Consortium Germany,Germany,Dalheim Mühlenweg,2017,51.148773,6.19797,BsalGer3569_DM_20,LivingSpecimen,Lissotriton,vulgaris,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,4,5,,,,Universities Trier and Braunschweig,,,,,,4/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu20e772288f26a84a46f7b06075c4302b4,https://n2t.net/ark:/21547/Dgt2BsalGer3569_DM_20,2014-2020,354
Bsal Consortium Germany,Germany,Dalheim Mühlenweg,2017,51.148773,6.19797,BsalGer3568_DM_19,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,4,5,,,,Universities Trier and Braunschweig,,,,,,4/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu23176cf06ff64e0e7ecf8dcf97b50eca7,https://n2t.net/ark:/21547/Dgt2BsalGer3568_DM_19,2014-2020,354
Bsal Consortium Germany,Germany,Dalheim Mühlenweg,2017,51.148773,6.19797,BsalGer3567_DM_18,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,4,5,,,,Universities Trier and Braunschweig,,,,,,4/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu29f1b2946e5a35e116fbb885b01806433,https://n2t.net/ark:/21547/Dgt2BsalGer3567_DM_18,2014-2020,354
Bsal Consortium Germany,Germany,Dalheim Mühlenweg,2017,51.148773,6.19797,BsalGer3576_DM_27,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,4,5,,,,Universities Trier and Braunschweig,,,,,,4/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu24b2f1c3a9a11e28ea2e4752839b38908,https://n2t.net/ark:/21547/Dgt2BsalGer3576_DM_27,2014-2020,354
Bsal Consortium Germany,Germany,Dalheim Mühlenweg,2017,51.148773,6.19797,BsalGer3559_DM_10,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,4,5,,,,Universities Trier and Braunschweig,,,,,,4/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu235230d45f50a2796fd270a9471d0b17d,https://n2t.net/ark:/21547/Dgt2BsalGer3559_DM_10,2014-2020,354
Bsal Consortium Germany,Germany,Dalheim Mühlenweg,2017,51.148773,6.19797,BsalGer3560_DM_11,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,4,5,,,,Universities Trier and Braunschweig,,,,,,4/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu2a747186772243c9442c11082c262760f,https://n2t.net/ark:/21547/Dgt2BsalGer3560_DM_11,2014-2020,354
Bsal Consortium Germany,Germany,Dalheim Mühlenweg,2017,51.148773,6.19797,BsalGer3577_DM_28,LivingSpecimen,Lissotriton,vulgaris,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,4,5,,,,Universities Trier and Braunschweig,,,,,,4/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu22b8ac3d82636888c92921d91e8aeee91,https://n2t.net/ark:/21547/Dgt2BsalGer3577_DM_28,2014-2020,354
Bsal Consortium Germany,Germany,Dalheim Mühlenweg,2017,51.148773,6.19797,BsalGer3578_DM_29,LivingSpecimen,Lissotriton,vulgaris,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,4,5,,,,Universities Trier and Braunschweig,,,,,,4/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu299846ca9c6df3b161144260d02d4e84b,https://n2t.net/ark:/21547/Dgt2BsalGer3578_DM_29,2014-2020,354
Bsal Consortium Germany,Germany,Dalheim Mühlenweg,2017,51.148773,6.19797,BsalGer3575_DM_26,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,4,5,,,,Universities Trier and Braunschweig,,,,,,4/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu24c2c0cfca7a6dfda64982cc6ad879737,https://n2t.net/ark:/21547/Dgt2BsalGer3575_DM_26,2014-2020,354
Bsal Consortium Germany,Germany,Dalheim Mühlenweg,2017,51.148773,6.19797,BsalGer3566_DM_17,LivingSpecimen,Lissotriton,vulgaris,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,4,5,,,,Universities Trier and Braunschweig,,,,,,4/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu2467934a96a45bd33309aace615bed369,https://n2t.net/ark:/21547/Dgt2BsalGer3566_DM_17,2014-2020,354
Bsal Consortium Germany,Germany,Dalheim Mühlenweg,2017,51.148773,6.19797,BsalGer3565_DM_16,LivingSpecimen,Lissotriton,vulgaris,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,4,5,,,,Universities Trier and Braunschweig,,,,,,4/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu272259d1a621c6cf5e10da8b745bfa967,https://n2t.net/ark:/21547/Dgt2BsalGer3565_DM_16,2014-2020,354
Bsal Consortium Germany,Germany,Dalheim Mühlenweg,2017,51.148773,6.19797,BsalGer3564_DM_15,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,4,5,,,,Universities Trier and Braunschweig,,,,,,4/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu26e3f27b14c47739d12758d4d78d66abd,https://n2t.net/ark:/21547/Dgt2BsalGer3564_DM_15,2014-2020,354
Bsal Consortium Germany,Germany,Dalheim Mühlenweg,2017,51.148773,6.19797,BsalGer3563_DM_14,LivingSpecimen,Lissotriton,vulgaris,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,4,5,,,,Universities Trier and Braunschweig,,,,,,4/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu29858db50ea79f93567963a4e4c5f5b63,https://n2t.net/ark:/21547/Dgt2BsalGer3563_DM_14,2014-2020,354
Bsal Consortium Germany,Germany,Dalheim Mühlenweg,2017,51.148773,6.19797,BsalGer3550_DM_01,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,4,5,,,,Universities Trier and Braunschweig,,,,,,4/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu2a1dc9fac3aaeb778f2380d69e0258885,https://n2t.net/ark:/21547/Dgt2BsalGer3550_DM_01,2014-2020,354
Bsal Consortium Germany,Germany,Dalheim Mühlenweg,2017,51.148773,6.19797,BsalGer3551_DM_02,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,4,5,,,,Universities Trier and Braunschweig,,,,,,4/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu21acfe76290c505942322a50300314b91,https://n2t.net/ark:/21547/Dgt2BsalGer3551_DM_02,2014-2020,354
Bsal Consortium Germany,Germany,Dalheim Mühlenweg,2017,51.148773,6.19797,BsalGer3552_DM_03,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,4,5,,,,Universities Trier and Braunschweig,,,,,,4/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu21d74189720abfe5605e3f3b501416447,https://n2t.net/ark:/21547/Dgt2BsalGer3552_DM_03,2014-2020,354
Bsal Consortium Germany,Germany,Dalheim Mühlenweg,2017,51.148773,6.19797,BsalGer3553_DM_04,LivingSpecimen,Lissotriton,vulgaris,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,4,5,,,,Universities Trier and Braunschweig,,,,,,4/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu22a25cdb2c819dcbd200987f0975201de,https://n2t.net/ark:/21547/Dgt2BsalGer3553_DM_04,2014-2020,354
Bsal Consortium Germany,Germany,Dalheim Mühlenweg,2017,51.148773,6.19797,BsalGer3554_DM_05,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,4,5,,,,Universities Trier and Braunschweig,,,,,,4/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu2005d472afca3a0bd3a43f3b20404dd40,https://n2t.net/ark:/21547/Dgt2BsalGer3554_DM_05,2014-2020,354
Bsal Consortium Germany,Germany,Dalheim Mühlenweg,2017,51.148773,6.19797,BsalGer3555_DM_06,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,4,5,,,,Universities Trier and Braunschweig,,,,,,4/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu2ccffdce31b6fcbfc4343dcd23b7fdd44,https://n2t.net/ark:/21547/Dgt2BsalGer3555_DM_06,2014-2020,354
Bsal Consortium Germany,Germany,Dalheim Mühlenweg,2017,51.148773,6.19797,BsalGer3556_DM_07,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,4,5,,,,Universities Trier and Braunschweig,,,,,,4/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu26610b05f1514ede8788e8a0c1aa92eba,https://n2t.net/ark:/21547/Dgt2BsalGer3556_DM_07,2014-2020,354
Bsal Consortium Germany,Germany,Dalheim Mühlenweg,2017,51.148773,6.19797,BsalGer3557_DM_08,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,4,5,,,,Universities Trier and Braunschweig,,,,,,4/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu2e246fe0b6d4f64fd0de5cec92e771a8f,https://n2t.net/ark:/21547/Dgt2BsalGer3557_DM_08,2014-2020,354
Bsal Consortium Germany,Germany,Dalheim Mühlenweg,2017,51.148773,6.19797,BsalGer3558_DM_09,LivingSpecimen,Ichthyosaura,alpestris,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,4,5,,,,Universities Trier and Braunschweig,,,,,,4/5/2017,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu21a792f572a856c5820f01408a547994f,https://n2t.net/ark:/21547/Dgt2BsalGer3558_DM_09,2014-2020,354
Bsal Consortium Germany,Germany,Brockenberg,2019,50.746724,6.232078,BsalGer5066_BB_2019_GU_28,LivingSpecimen,Bombina,variegata,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,6,14,,,,Universities Trier and Braunschweig,,,,,,6/14/2019,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu2eccd53fb9ff1799c42d9be24987a3527,https://n2t.net/ark:/21547/Dgt2BsalGer5066_BB_2019_GU_28,2014-2020,354
Bsal Consortium Germany,Germany,Brockenberg,2019,50.746724,6.232078,BsalGer5076_BB_2019_KM_003,LivingSpecimen,Triturus,cristatus,swabbing,quantitative PCR,Bsal,NA,TRUE,NA,NA,FALSE,6,14,,,,Universities Trier and Braunschweig,,,,,,6/14/2019,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,female,,female,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu21fa78e7e18a729ddbfa5a208e628819f,https://n2t.net/ark:/21547/Dgt2BsalGer5076_BB_2019_KM_003,2014-2020,354
Bsal Consortium Germany,Germany,Brockenberg,2019,50.746724,6.232078,BsalGer5083_BB_2019_TM_010,LivingSpecimen,Lissotriton,vulgaris,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,6,14,,,,Universities Trier and Braunschweig,,,,,,6/14/2019,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,female,,female,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu27175b97bde79c087e8544b8477021935,https://n2t.net/ark:/21547/Dgt2BsalGer5083_BB_2019_TM_010,2014-2020,354
Bsal Consortium Germany,Germany,Brockenberg,2019,50.746724,6.232078,BsalGer5082_BB_2019_TM_009,LivingSpecimen,Lissotriton,vulgaris,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,6,14,,,,Universities Trier and Braunschweig,,,,,,6/14/2019,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,male,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu2087b89f9bd3e7169290484d44f83d5f7,https://n2t.net/ark:/21547/Dgt2BsalGer5082_BB_2019_TM_009,2014-2020,354
Bsal Consortium Germany,Germany,Brockenberg,2019,50.746724,6.232078,BsalGer5081_BB_2019_KM_008,LivingSpecimen,Triturus,cristatus,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,6,14,,,,Universities Trier and Braunschweig,,,,,,6/14/2019,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,male,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu29d7c5833e005ce8ed0ba43d7d7029048,https://n2t.net/ark:/21547/Dgt2BsalGer5081_BB_2019_KM_008,2014-2020,354
Bsal Consortium Germany,Germany,Brockenberg,2019,50.746724,6.232078,BsalGer5080_BB_2019_TM_007,LivingSpecimen,Lissotriton,vulgaris,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,6,14,,,,Universities Trier and Braunschweig,,,,,,6/14/2019,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,female,,female,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu26b42b2dae1f307e1355e20e22a1a2e11,https://n2t.net/ark:/21547/Dgt2BsalGer5080_BB_2019_TM_007,2014-2020,354
Bsal Consortium Germany,Germany,Brockenberg,2019,50.746724,6.232078,BsalGer5079_BB_2019_TM_006,LivingSpecimen,Lissotriton,vulgaris,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,6,14,,,,Universities Trier and Braunschweig,,,,,,6/14/2019,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,female,,female,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu25c59e29c4813a1577673cc442353972c,https://n2t.net/ark:/21547/Dgt2BsalGer5079_BB_2019_TM_006,2014-2020,354
Bsal Consortium Germany,Germany,Brockenberg,2019,50.746724,6.232078,BsalGer5078_BB_2019_TM_005,LivingSpecimen,Lissotriton,vulgaris,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,6,14,,,,Universities Trier and Braunschweig,,,,,,6/14/2019,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,male,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu20da4cd6069a0d16489422ead623b4a85,https://n2t.net/ark:/21547/Dgt2BsalGer5078_BB_2019_TM_005,2014-2020,354
Bsal Consortium Germany,Germany,Brockenberg,2019,50.746724,6.232078,BsalGer5077_BB_2019_TM_004,LivingSpecimen,Lissotriton,vulgaris,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,6,14,,,,Universities Trier and Braunschweig,,,,,,6/14/2019,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,female,,female,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu223dbf27a37563c6712321c601da169ab,https://n2t.net/ark:/21547/Dgt2BsalGer5077_BB_2019_TM_004,2014-2020,354
Bsal Consortium Germany,Germany,Brockenberg,2019,50.746724,6.232078,BsalGer5075_BB_2019_KM_002,LivingSpecimen,Triturus,cristatus,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,6,14,,,,Universities Trier and Braunschweig,,,,,,6/14/2019,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,male,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu25bcaf8fb3406a0e07cf1d8e059d42c09,https://n2t.net/ark:/21547/Dgt2BsalGer5075_BB_2019_KM_002,2014-2020,354
Bsal Consortium Germany,Germany,Brockenberg,2019,50.746724,6.232078,BsalGer5074_BB_2019_TM_001,LivingSpecimen,Lissotriton,vulgaris,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,6,14,,,,Universities Trier and Braunschweig,,,,,,6/14/2019,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,male,,male,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu205c35e6cba4d42ffc29db5251f340608,https://n2t.net/ark:/21547/Dgt2BsalGer5074_BB_2019_TM_001,2014-2020,354
Bsal Consortium Germany,Germany,Brockenberg,2019,50.746724,6.232078,BsalGer5073_BB_2019_GU_35,LivingSpecimen,Bombina,variegata,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,6,14,,,,Universities Trier and Braunschweig,,,,,,6/14/2019,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu27fcc4bd826fe0e13782edf0b18effcd7,https://n2t.net/ark:/21547/Dgt2BsalGer5073_BB_2019_GU_35,2014-2020,354
Bsal Consortium Germany,Germany,Brockenberg,2019,50.746724,6.232078,BsalGer5072_BB_2019_GU_34,LivingSpecimen,Bombina,variegata,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,6,14,,,,Universities Trier and Braunschweig,,,,,,6/14/2019,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu26dc4b5e7b048f441e2600f4b87f61dc9,https://n2t.net/ark:/21547/Dgt2BsalGer5072_BB_2019_GU_34,2014-2020,354
Bsal Consortium Germany,Germany,Brockenberg,2019,50.746724,6.232078,BsalGer5071_BB_2019_GU_33,LivingSpecimen,Bombina,variegata,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,6,14,,,,Universities Trier and Braunschweig,,,,,,6/14/2019,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu26cf12b2faf5dc9cc0d6e50a2ed4b26ab,https://n2t.net/ark:/21547/Dgt2BsalGer5071_BB_2019_GU_33,2014-2020,354
Bsal Consortium Germany,Germany,Brockenberg,2019,50.746724,6.232078,BsalGer5070_BB_2019_GU_32,LivingSpecimen,Bombina,variegata,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,6,14,,,,Universities Trier and Braunschweig,,,,,,6/14/2019,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu229182fba3b66bbb44aea6272e8067a75,https://n2t.net/ark:/21547/Dgt2BsalGer5070_BB_2019_GU_32,2014-2020,354
Bsal Consortium Germany,Germany,Brockenberg,2019,50.746724,6.232078,BsalGer5069_BB_2019_GU_31,LivingSpecimen,Bombina,variegata,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,6,14,,,,Universities Trier and Braunschweig,,,,,,6/14/2019,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu27c32974c91cbef144772395a822b70e1,https://n2t.net/ark:/21547/Dgt2BsalGer5069_BB_2019_GU_31,2014-2020,354
Bsal Consortium Germany,Germany,Brockenberg,2019,50.746724,6.232078,BsalGer5068_BB_2019_GU_30,LivingSpecimen,Bombina,variegata,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,6,14,,,,Universities Trier and Braunschweig,,,,,,6/14/2019,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu26cbf7a3434386e34ed03829ce57b2cfb,https://n2t.net/ark:/21547/Dgt2BsalGer5068_BB_2019_GU_30,2014-2020,354
Bsal Consortium Germany,Germany,Brockenberg,2019,50.746724,6.232078,BsalGer5067_BB_2019_GU_29,LivingSpecimen,Bombina,variegata,swabbing,quantitative PCR,Bsal,NA,FALSE,NA,NA,FALSE,6,14,,,,Universities Trier and Braunschweig,,,,,,6/14/2019,,100,,,,,,,,,Bsal Consortium Germany,,,,,,,,,,,not determined,,not determined,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/Dgu29d5bff3d5abe13627e8b59129a221b2e,https://n2t.net/ark:/21547/Dgt2BsalGer5067_BB_2019_GU_29,2014-2020,354
