dataStatus,principalInvestigator,country,locality,Bsal_area,yearCollected,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,collectorList,materialSampleID,genus,specificEpithet,sampleType,diseaseTested,diseaseDetected,basisOfRecord,fatal,quantityDetected,monthCollected,dayCollected,dilutionFactor,cycleTimeFirstDetection,continentOcean,stateProvince,municipality,county,locationRemarks,verbatimEventDate,horizontalDatum,georeferenceProtocol,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,locationID,habitat,eventRemarks,occurrenceID,institutionCode,collectionCode,catalogNumber,otherCatalogNumbers,fieldNumber,infraspecificEpithet,taxonRemarks,lifeStage,establishmentMeans,sex,associatedReferences,occurrenceRemarks,individualCount,weightUnits,weight,lengthUnits,length,diseaseLineage,genotypeMethod,testMethod,diseaseTestedPositiveCount,specimenDisposition,zeScore,diagnosticLab,
1,Bsal Consortium Germany,Germany,Zerkall Rosbach,TRUE,2018,50.692512,6.435706,100,Bsal Consortium Germany,BsalGer1839 - ZK-2018-009,Salamandra,salamandra,swabbing,Bsal,0,LivingSpecimen,0,,25,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Zerkall Rosbach,TRUE,2018,50.692512,6.435706,100,Bsal Consortium Germany,BsalGer1840 - ZK-2018-010,Salamandra,salamandra,swabbing,Bsal,0,LivingSpecimen,0,,25,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Zerkall Rosbach,TRUE,2019,50.692512,6.435706,100,Bsal Consortium Germany,BsalGer6453 - ZK-2019-FS-001,Salamandra,salamandra,swabbing,Bsal,0,LivingSpecimen,0,,8,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Zerkall Rosbach,TRUE,2019,50.692512,6.435706,100,Bsal Consortium Germany,BsalGer6454 - ZK-2019-FS-002,Salamandra,salamandra,swabbing,Bsal,0,LivingSpecimen,0,,8,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Zerkall Rosbach,TRUE,2019,50.692512,6.435706,100,Bsal Consortium Germany,BsalGer6455 - ZK-2019-FS-003,Salamandra,salamandra,swabbing,Bsal,0,LivingSpecimen,0,,8,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
2,Bsal Consortium Germany,Germany,Zerkall Rosbach,TRUE,2019,50.692512,6.435706,100,Bsal Consortium Germany,BsalGer6456 - ZK-2019-FS-004,Salamandra,salamandra,swabbing,Bsal,0,LivingSpecimen,0,,6,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
2,Bsal Consortium Germany,Germany,Zerkall Rosbach,TRUE,2019,50.692512,6.435706,100,Bsal Consortium Germany,BsalGer6457 - ZK-2019-FS-005,Salamandra,salamandra,swabbing,Bsal,0,LivingSpecimen,0,,6,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
2,Bsal Consortium Germany,Germany,Zerkall Rosbach,TRUE,2019,50.692512,6.435706,100,Bsal Consortium Germany,BsalGer6458 - ZK-2019-FS-006,Salamandra,salamandra,swabbing,Bsal,0,LivingSpecimen,0,,6,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
2,Bsal Consortium Germany,Germany,Zerkall Rosbach,TRUE,2019,50.692512,6.435706,100,Bsal Consortium Germany,BsalGer6459 - ZK-2019-FS-007,Salamandra,salamandra,swabbing,Bsal,0,LivingSpecimen,0,,6,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
2,Bsal Consortium Germany,Germany,Zerkall Rosbach,TRUE,2019,50.692512,6.435706,100,Bsal Consortium Germany,BsalGer6460 - ZK-2019-FS-008,Salamandra,salamandra,swabbing,Bsal,0,LivingSpecimen,0,,6,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
2,Bsal Consortium Germany,Germany,Zerkall Rosbach,TRUE,2019,50.692512,6.435706,100,Bsal Consortium Germany,BsalGer6461 - ZK-2019-FS-009,Salamandra,salamandra,swabbing,Bsal,0,LivingSpecimen,0,,6,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
2,Bsal Consortium Germany,Germany,Zerkall Rosbach,TRUE,2019,50.692512,6.435706,100,Bsal Consortium Germany,BsalGer6462 - ZK-2019-FS-010,Salamandra,salamandra,swabbing,Bsal,0,LivingSpecimen,0,,6,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
2,Bsal Consortium Germany,Germany,Zerkall Rosbach,TRUE,2019,50.692512,6.435706,100,Bsal Consortium Germany,BsalGer6463 - ZK-2019-FS-011,Salamandra,salamandra,swabbing,Bsal,0,LivingSpecimen,0,,6,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
2,Bsal Consortium Germany,Germany,Zerkall Rosbach,TRUE,2019,50.692512,6.435706,100,Bsal Consortium Germany,BsalGer6464 - ZK-2019-FS-012,Salamandra,salamandra,swabbing,Bsal,0,LivingSpecimen,0,,6,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
2,Bsal Consortium Germany,Germany,Zerkall Rosbach,TRUE,2019,50.692512,6.435706,100,Bsal Consortium Germany,BsalGer6465 - ZK-2019-FS-013,Salamandra,salamandra,swabbing,Bsal,0,LivingSpecimen,0,,6,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
2,Bsal Consortium Germany,Germany,Zerkall Rosbach,TRUE,2019,50.692512,6.435706,100,Bsal Consortium Germany,BsalGer6466 - ZK-2019-FS-014,Salamandra,salamandra,swabbing,Bsal,0,LivingSpecimen,0,,6,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
2,Bsal Consortium Germany,Germany,Zerkall Rosbach,TRUE,2019,50.692512,6.435706,100,Bsal Consortium Germany,BsalGer6467 - ZK-2019-FS-015,Salamandra,salamandra,swabbing,Bsal,0,LivingSpecimen,0,,6,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
2,Bsal Consortium Germany,Germany,Zerkall Rosbach,TRUE,2019,50.692512,6.435706,100,Bsal Consortium Germany,BsalGer6468 - ZK-2019-FS-016,Salamandra,salamandra,swabbing,Bsal,0,LivingSpecimen,0,,6,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
2,Bsal Consortium Germany,Germany,Zerkall Rosbach,TRUE,2019,50.692512,6.435706,100,Bsal Consortium Germany,BsalGer6469 - ZK-2019-FS-017,Salamandra,salamandra,swabbing,Bsal,0,LivingSpecimen,0,,6,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
2,Bsal Consortium Germany,Germany,Zerkall Rosbach,TRUE,2019,50.692512,6.435706,100,Bsal Consortium Germany,BsalGer6470 - ZK-2019-FS-018,Salamandra,salamandra,swabbing,Bsal,0,LivingSpecimen,0,,6,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
2,Bsal Consortium Germany,Germany,Zerkall Rosbach,TRUE,2019,50.692512,6.435706,100,Bsal Consortium Germany,BsalGer6471 - ZK-2019-FS-019,Salamandra,salamandra,swabbing,Bsal,0,LivingSpecimen,0,,6,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
2,Bsal Consortium Germany,Germany,Zerkall Rosbach,TRUE,2019,50.692512,6.435706,100,Bsal Consortium Germany,BsalGer6472 - ZK-2019-FS-020,Salamandra,salamandra,swabbing,Bsal,0,LivingSpecimen,0,,6,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
2,Bsal Consortium Germany,Germany,Zerkall Rosbach,TRUE,2019,50.692512,6.435706,100,Bsal Consortium Germany,BsalGer6473 - ZK-2019-FS-021,Salamandra,salamandra,swabbing,Bsal,0,LivingSpecimen,0,,6,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
2,Bsal Consortium Germany,Germany,Zerkall Rosbach,TRUE,2019,50.692512,6.435706,100,Bsal Consortium Germany,BsalGer6474 - ZK-2019-FS-022,Salamandra,salamandra,swabbing,Bsal,0,LivingSpecimen,0,,6,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
2,Bsal Consortium Germany,Germany,Zerkall Rosbach,TRUE,2019,50.692512,6.435706,100,Bsal Consortium Germany,BsalGer6475 - ZK-2019-FS-023,Salamandra,salamandra,swabbing,Bsal,0,LivingSpecimen,0,,6,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
2,Bsal Consortium Germany,Germany,Zerkall Rosbach,TRUE,2019,50.692512,6.435706,100,Bsal Consortium Germany,BsalGer6476 - ZK-2019-FS-024,Salamandra,salamandra,swabbing,Bsal,0,LivingSpecimen,0,,6,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
2,Bsal Consortium Germany,Germany,Zerkall Rosbach,TRUE,2019,50.692512,6.435706,100,Bsal Consortium Germany,BsalGer6477 - ZK-2019-FS-025,Salamandra,salamandra,swabbing,Bsal,0,LivingSpecimen,0,,6,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
2,Bsal Consortium Germany,Germany,Zerkall Rosbach,TRUE,2019,50.692512,6.435706,100,Bsal Consortium Germany,BsalGer6478 - ZK-2019-FS-026,Salamandra,salamandra,swabbing,Bsal,0,LivingSpecimen,0,,6,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
2,Bsal Consortium Germany,Germany,Zerkall Rosbach,TRUE,2019,50.692512,6.435706,100,Bsal Consortium Germany,BsalGer6479 - ZK-2019-FS-027,Salamandra,salamandra,swabbing,Bsal,0,LivingSpecimen,0,,6,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
2,Bsal Consortium Germany,Germany,Zerkall Rosbach,TRUE,2019,50.692512,6.435706,100,Bsal Consortium Germany,BsalGer6480 - ZK-2019-FS-028,Salamandra,salamandra,swabbing,Bsal,0,LivingSpecimen,0,,6,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
2,Bsal Consortium Germany,Germany,Zerkall Rosbach,TRUE,2019,50.692512,6.435706,100,Bsal Consortium Germany,BsalGer6481 - 8643/8644,Salamandra,salamandra,swabbing,Bsal,0,LivingSpecimen,0,,2,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Kitzenhaus,TRUE,2016,50.692644,6.199071,100,Bsal Consortium Germany,BsalGer2450 - KI-001,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,29,,,,,,,,NA,,,,,,,,,,Ss only,,,,,,,,,,,female,Dalbeck et al. 2018,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Brück,,2018,50.692652,6.47664,100,Bsal Consortium Germany,BsalGer0283 - Brück-2018-001,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,not determined,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Brück,,2018,50.692652,6.47664,100,Bsal Consortium Germany,BsalGer0284 - Brück-2018-002,Lissotriton,helveticus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,not determined,,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Ginnicker Bruch,,2019,50.694938,6.579291,100,Bsal Consortium Germany,BsalGer6578 ,Lissotriton,vulgaris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,not determined,,,13,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Ginnicker Bruch,,2019,50.694938,6.579291,100,Bsal Consortium Germany,BsalGer6579 ,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,not determined,,,3,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Ginnicker Bruch,,2019,50.694938,6.579291,100,Bsal Consortium Germany,BsalGer6580 ,Triturus,cristatus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,not determined,,,1,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Ginnicker Bruch,,2019,50.694938,6.579291,100,Bsal Consortium Germany,BsalGer6581 ,Triturus,cristatus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,not determined,,,11,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Ginnicker Bruch,,2019,50.694938,6.579291,100,Bsal Consortium Germany,BsalGer6582 ,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,not determined,,,2,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Ginnicker Bruch,,2019,50.694938,6.579291,100,Bsal Consortium Germany,BsalGer6583 ,Triturus,cristatus,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,not determined,,,2,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Ginnicker Bruch,,2019,50.694938,6.579291,100,Bsal Consortium Germany,BsalGer6585 ,Lissotriton,vulgaris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,not determined,,,23,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
,Bsal Consortium Germany,Germany,Ginnicker Bruch,,2019,50.694938,6.579291,100,Bsal Consortium Germany,BsalGer6584 ,Ichthyosaura,alpestris,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,not determined,,,8,,,,,,,quantitive PCR,,,,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2015,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer2316 - TO-KK-004-A,Salamandra,salamandra,swabbing,Bsal,TRUE,DeadSpecimen,FALSE,,25,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,not determined,Dalbeck et al. 2018,,1,,,,,,,quantitive PCR,,,648551,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1362 - SO-2018-001,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1363 - SO-2018-002,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1364 - SO-2018-003,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1365 - SO-2018-004,Bufo,bufo,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1368 - SO-007,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,not determined,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1369 - SO-008,Rana,temporaria,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,not determined,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1370 - SO-009,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1371 - SO-010,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1372 - SO-011,Rana,temporaria,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,not determined,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1373 - SO-012,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1374 - SO-013,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1375 - SO-2018-014,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1376 - SO-2018-015,Bufo,bufo,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1377 - SO-2018-016,Bufo,bufo,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1378 - SO-2018-017,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,not determined,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1379 - SO-2018-018,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1380 - SO-2018-019,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,not determined,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1381 - SO-2018-020,Bufo,bufo,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,male,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1382 - SO-2018-021,Rana,temporaria,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
1,Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,50.701780,6.270098,100,Bsal Consortium Germany,BsalGer1383 - SO-2018-022,Salamandra,salamandra,swabbing,Bsal,FALSE,LivingSpecimen,FALSE,,22,,,,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,,,,,,,,newts only,,,,,,,,,,,female,Lötters et al. 2020,,1,,,,,,,quantitive PCR,,,0,Universities Trier and Braunschweig,
