materialSampleID,country,ADM0,ADM1,ADM2,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,minimumElevationInMeters,yearCollected,monthCollected,dayCollected,genus,species,scientific,nativeStatus,susceptibility,basisOfRecord,sampleType,diseaseTested,testMethod,BdDetected,BsalDetected,BdLoad,BsalLoad,fatal,diagnosticLab,individualCount,specimenDisposition,lifeStage,sex,soilMoisture,tmin,tmax,prec,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,collectorList,Sample_bcid,expeditionCode,projectId
DF0573,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,21,Pelophylax,sp.,Pelophylax sp.,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0566,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,21,Triturus ,marmoratus,Triturus marmoratus,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,TRUE,0,7200,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0567,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,21,Triturus ,marmoratus,Triturus marmoratus,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0568,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,21,Triturus ,marmoratus,Triturus marmoratus,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0569,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,21,Triturus ,marmoratus,Triturus marmoratus,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0570,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,21,Triturus ,marmoratus,Triturus marmoratus,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0574,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,24,Triturus ,marmoratus,Triturus marmoratus,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0580,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Triturus ,marmoratus,Triturus marmoratus,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0581,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Triturus ,marmoratus,Triturus marmoratus,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0584,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Alytes,obstetricans,Alytes obstetricans,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0019,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Alytes,obstetricans,Alytes obstetricans,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0020,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Alytes,obstetricans,Alytes obstetricans,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0021,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Alytes,obstetricans,Alytes obstetricans,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0022,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Alytes,obstetricans,Alytes obstetricans,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0023,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Alytes,obstetricans,Alytes obstetricans,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0024,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Alytes,obstetricans,Alytes obstetricans,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0025,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Alytes,obstetricans,Alytes obstetricans,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0026,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Alytes,obstetricans,Alytes obstetricans,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0027,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Alytes,obstetricans,Alytes obstetricans,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0028,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Alytes,obstetricans,Alytes obstetricans,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0037,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Alytes,obstetricans,Alytes obstetricans,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0038,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Alytes,obstetricans,Alytes obstetricans,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0049,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Bufo ,spinosus,Bufo spinosus,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0050,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Bufo ,spinosus,Bufo spinosus,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0051,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Bufo ,spinosus,Bufo spinosus,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0052,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Bufo ,spinosus,Bufo spinosus,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0053,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Bufo ,spinosus,Bufo spinosus,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0054,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Bufo ,spinosus,Bufo spinosus,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0055,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Bufo ,spinosus,Bufo spinosus,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0056,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Bufo ,spinosus,Bufo spinosus,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0057,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Bufo ,spinosus,Bufo spinosus,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0058,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Bufo ,spinosus,Bufo spinosus,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0039,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Discoglossus,pictus,Discoglossus pictus,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0040,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Discoglossus,pictus,Discoglossus pictus,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0041,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Discoglossus,pictus,Discoglossus pictus,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0042,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Discoglossus,pictus,Discoglossus pictus,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0043,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Discoglossus,pictus,Discoglossus pictus,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0044,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Discoglossus,pictus,Discoglossus pictus,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0045,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Discoglossus,pictus,Discoglossus pictus,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0046,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Discoglossus,pictus,Discoglossus pictus,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0047,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Discoglossus,pictus,Discoglossus pictus,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0048,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Discoglossus,pictus,Discoglossus pictus,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0030,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Hyla,meridionalis,Hyla meridionalis,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0575,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Ichthyosaura ,alpestris,Ichthyosaura alpestris,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0576,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Ichthyosaura ,alpestris,Ichthyosaura alpestris,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0577,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Ichthyosaura ,alpestris,Ichthyosaura alpestris,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0578,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Ichthyosaura ,alpestris,Ichthyosaura alpestris,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
DF0579,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Ichthyosaura ,alpestris,Ichthyosaura alpestris,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,TRUE,An Martel,1,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0059,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Pelophylax,sp.,Pelophylax sp.,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0060,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Pelophylax,sp.,Pelophylax sp.,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0061,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Pelophylax,sp.,Pelophylax sp.,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0062,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Pelophylax,sp.,Pelophylax sp.,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0063,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Pelophylax,sp.,Pelophylax sp.,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0064,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Pelophylax,sp.,Pelophylax sp.,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0065,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Pelophylax,sp.,Pelophylax sp.,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0066,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Pelophylax,sp.,Pelophylax sp.,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0067,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Pelophylax,sp.,Pelophylax sp.,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0068,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Pelophylax,sp.,Pelophylax sp.,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0077,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Pelophylax,sp.,Pelophylax sp.,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0080,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Pelophylax,sp.,Pelophylax sp.,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0081,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Pelophylax,sp.,Pelophylax sp.,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
CM0082,Spain,,NA,NA,41.62194726,2.484326567,NA,NA,2019,3,28,Pelophylax,sp.,Pelophylax sp.,NA,NA,LivingSpecimen,swabbing,Bd + Bsal,qPCR,FALSE,FALSE,0,0,FALSE,An Martel,1,Returned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,An Martel,NA,montnegre,2019
